LSOA_Code,LSOA_Name,LADcode,Local_authority_name,pop_2001,pop_2011,Median_House_Prices_2001,Median_House_Prices_2011,All_cat_qual_2001,Level_4_qualifications_and_above_2001,All_cat_qual_2011,Level_4_qualifications_and_above_2011,All_categories_NS_SeC_2001,X1_Higher_managerial_administrative_and_professional_occupations_2001,All_categories_NS_SeC_2011,X1_Higher_managerial_administrative_and_professional_occupations_2011,Median_income_2001,Median_income_2011
E01003494,Newham025C,E09000025,Newham,1505,2048,93500,211000,1062,216,1480,463,1064,54,1419,85,23270,35440
E01003495,Newham025D,E09000025,Newham,1656,2110,100000,212500,1166,220,1559,468,1165,98,1513,113,24570,37090
E01003496,Newham027A,E09000025,Newham,1309,1445,86000,190000,973,292,1168,402,978,63,1146,72,22300,32870
E01003497,Newham034A,E09000025,Newham,1499,1715,85000,213000,1061,155,1350,274,1060,31,1275,49,20070,29930
E01003498,Newham027B,E09000025,Newham,1521,1741,76995,193000,1026,205,1342,359,1026,47,1287,52,21380,30440
E01003499,Newham030A,E09000025,Newham,1661,2280,77498,202000,1111,167,1676,346,1109,42,1547,46,19080,27600
E01003500,Newham027C,E09000025,Newham,1518,2043,115000,209000,1016,187,1542,375,1019,49,1492,76,20560,31860
E01003501,Newham030B,E09000025,Newham,1515,2040,93998,188000,1061,179,1574,311,1059,44,1512,66,20710,29270
E01003502,Newham030C,E09000025,Newham,1497,1836,72000,160000,1031,180,1456,344,1037,35,1400,46,19610,29290
E01003503,Newham030D,E09000025,Newham,1541,1710,75000,343750,1070,155,1302,315,1071,34,1241,46,17360,28870
E01003506,Newham034D,E09000025,Newham,1501,1480,90500,222500,977,154,1133,242,975,28,1073,42,19140,29510
E01003507,Newham031A,E09000025,Newham,1440,2113,90000,215000,1068,174,1647,407,1064,41,1542,60,20510,30930
E01003508,Newham031B,E09000025,Newham,1332,1605,76500,195000,947,159,1179,272,944,46,1130,47,19760,30320
E01003509,Newham031C,E09000025,Newham,1501,1953,64998,150000,1074,165,1502,312,1076,41,1443,67,19430,30040
E01003511,Newham036A,E09000025,Newham,1275,1394,102500,282000,839,110,932,188,840,15,893,29,19350,29790
E01003512,Newham036B,E09000025,Newham,1526,1805,90000,192250,1090,177,1403,277,1090,42,1329,50,20830,30910
E01003513,Newham035D,E09000025,Newham,1417,1588,92250,210000,1039,317,1193,381,1042,122,1171,97,26910,36820
E01003514,Newham036C,E09000025,Newham,1438,1512,87000,183500,921,182,1129,245,922,45,1086,48,21740,30820
E01003515,Newham036D,E09000025,Newham,1537,1798,85000,125000,1101,210,1351,328,1099,54,1271,47,20790,30300
E01003516,Newham032C,E09000025,Newham,1589,1859,89995,200500,1093,185,1373,273,1097,45,1327,52,20930,31040
E01003517,Newham036E,E09000025,Newham,1479,1674,87995,215000,956,152,1264,291,955,40,1231,55,21710,31500
E01003518,Newham032D,E09000025,Newham,1454,1595,93250,201250,1075,251,1236,346,1075,88,1209,103,24930,35910
E01003519,Newham032E,E09000025,Newham,1435,1580,96500,222500,1010,255,1236,326,1009,69,1204,63,23820,33130
E01003520,Newham018A,E09000025,Newham,1718,2001,100000,225000,1158,230,1626,577,1156,43,1530,80,20900,32780
E01003521,Newham018B,E09000025,Newham,1478,2259,100000,195500,1113,250,1845,755,1112,47,1804,177,21100,32930
E01003522,Newham018C,E09000025,Newham,1487,1908,86250,212500,1053,249,1425,462,1052,48,1369,66,21470,32980
E01003523,Newham024A,E09000025,Newham,1594,2043,82000,157500,1083,193,1556,437,1079,51,1465,59,21700,32480
E01003524,Newham019D,E09000025,Newham,1459,2028,86995,235000,1016,198,1587,454,1012,27,1520,57,20490,30530
E01003525,Newham018D,E09000025,Newham,1473,1978,95995,220000,1010,242,1535,510,1014,47,1485,89,21800,33130
E01003526,Newham018E,E09000025,Newham,1521,1927,110000,210000,1048,224,1458,424,1049,45,1391,71,21430,32150
E01003527,Newham024B,E09000025,Newham,1432,1773,96750,228000,1002,195,1311,401,1000,65,1239,76,24220,36250
E01003528,Newham005A,E09000025,Newham,1184,1386,110000,155000,775,134,992,274,776,26,933,30,19430,30980
E01003529,Newham010A,E09000025,Newham,1880,2379,110000,240000,1369,293,1929,601,1369,71,1850,113,21600,32810
E01003530,Newham010B,E09000025,Newham,1509,1827,118000,249000,1060,213,1447,498,1063,57,1385,91,21950,33250
E01003531,Newham010C,E09000025,Newham,1624,1997,116500,245000,1167,262,1589,524,1167,42,1526,90,19980,32840
E01003532,Newham010D,E09000025,Newham,1587,2002,115000,250000,1129,289,1614,530,1131,77,1534,112,23340,33720
E01003533,Newham011A,E09000025,Newham,1559,1880,88000,225000,1081,219,1465,431,1084,61,1374,58,20850,33130
E01003534,Newham010E,E09000025,Newham,2038,2395,99500,240000,1354,237,1797,509,1350,58,1726,82,20370,32550
E01003535,Newham023A,E09000025,Newham,1560,1691,91975,200000,968,133,1273,239,971,30,1168,44,19820,29600
E01003536,Newham023B,E09000025,Newham,1516,1843,89498,185000,1015,195,1318,350,1018,42,1275,58,22470,33040
E01003537,Newham024C,E09000025,Newham,1546,2062,94800,193500,1128,222,1539,420,1129,67,1472,71,23280,33820
E01003538,Newham029A,E09000025,Newham,1576,2084,74995,204000,1038,154,1521,381,1039,46,1404,58,21320,31620
E01003539,Newham029B,E09000025,Newham,1640,2217,99998,206000,1134,207,1593,449,1132,62,1512,90,23050,33270
E01003540,Newham029C,E09000025,Newham,1488,1833,78000,182500,1024,152,1315,262,1022,36,1254,45,21140,31110
E01003541,Newham029D,E09000025,Newham,1509,1871,100000,203000,1056,159,1314,322,1060,67,1259,45,22890,33140
E01003542,Newham024D,E09000025,Newham,1630,1974,90000,221000,1079,184,1364,282,1078,47,1292,40,20920,30920
E01003543,Newham001A,E09000025,Newham,1519,2475,92000,209000,1119,297,1941,679,1121,78,1868,128,24610,36390
E01003544,Newham001B,E09000025,Newham,1536,1938,91998,183500,1109,270,1515,460,1111,64,1457,52,23740,33430
E01003545,Newham006A,E09000025,Newham,1464,1727,103000,250000,1033,279,1312,400,1030,62,1275,72,23640,33870
E01003546,Newham001C,E09000025,Newham,1647,1940,82000,245000,1086,250,1416,384,1086,57,1365,51,22300,33360
E01003547,Newham007A,E09000025,Newham,1574,1939,135000,285000,1153,402,1545,620,1155,109,1484,140,25770,38230
E01003548,Newham006B,E09000025,Newham,1774,2353,85000,250000,1308,334,1940,625,1303,97,1837,86,23790,33550
E01003549,Newham006C,E09000025,Newham,1517,2105,79075,199000,1138,278,1741,596,1136,62,1684,95,21580,33210
E01003550,Newham001D,E09000025,Newham,1603,1780,76500,270000,1090,282,1389,466,1091,66,1316,84,22600,34030
E01003551,Newham009A,E09000025,Newham,1543,1833,69998,143500,1084,305,1484,511,1083,88,1382,82,22020,35110
E01003552,Newham016A,E09000025,Newham,1501,1719,115000,322500,1080,266,1323,387,1077,58,1272,74,22520,34520
E01003553,Newham009B,E09000025,Newham,1649,1927,81500,209000,1143,290,1504,443,1139,73,1472,80,22410,32860
E01003554,Newham009C,E09000025,Newham,1573,1861,130250,270000,1224,362,1589,566,1225,104,1538,123,24120,36390
E01003555,Newham007B,E09000025,Newham,1516,1842,184000,452500,1096,285,1481,476,1095,70,1419,103,24610,37730
E01003556,Newham008A,E09000025,Newham,1459,1913,84995,130000,1065,267,1546,407,1066,57,1502,57,21300,31960
E01003557,Newham006D,E09000025,Newham,1506,2031,77000,260000,1102,282,1615,506,1098,114,1583,104,22210,33090
E01003558,Newham008B,E09000025,Newham,1528,1631,75000,150000,1009,196,1279,331,1012,55,1191,44,20490,30900
E01003559,Newham009D,E09000025,Newham,1654,2605,110998,230000,1247,355,2171,949,1251,91,2124,251,24670,38150
E01003560,Newham011B,E09000025,Newham,1580,1842,102500,230000,1069,194,1399,381,1074,40,1348,42,20480,31800
E01003561,Newham007C,E09000025,Newham,1635,1880,95000,248000,1101,210,1474,451,1100,31,1434,64,20660,32870
E01003562,Newham014A,E09000025,Newham,1875,2200,84000,228750,1337,241,1794,540,1340,50,1732,57,19810,31790
E01003563,Newham011C,E09000025,Newham,1698,2036,95000,190000,1164,228,1544,412,1162,53,1507,73,20630,32030
E01003564,Newham014B,E09000025,Newham,1744,2460,92500,215000,1224,239,1894,637,1228,45,1847,90,19720,32300
E01003565,Newham014C,E09000025,Newham,1526,1853,96750,216000,1043,230,1440,473,1040,43,1400,62,20520,32200
E01003566,Newham014D,E09000025,Newham,1485,1792,120000,216000,1018,214,1385,415,1020,54,1325,67,19800,31170
E01003567,Newham007D,E09000025,Newham,1669,1822,85000,246500,1148,205,1419,397,1153,65,1374,57,20910,32170
E01003568,Newham017A,E09000025,Newham,2205,2302,82500,160000,1550,277,1839,551,1552,58,1762,89,20780,32300
E01003569,Newham017B,E09000025,Newham,1610,1899,90000,280000,1124,244,1563,531,1125,65,1520,73,20880,30770
E01003570,Newham008C,E09000025,Newham,1699,2065,75000,210000,1149,213,1620,450,1146,30,1571,62,19950,31010
E01003571,Newham008D,E09000025,Newham,1738,2277,102500,199000,1183,231,1775,551,1185,43,1706,66,20450,31800
E01003572,Newham008E,E09000025,Newham,1601,1779,68000,235000,1068,183,1351,331,1073,47,1299,41,20610,32910
E01003573,Newham017C,E09000025,Newham,1771,2154,95750,187000,1260,236,1667,486,1259,34,1619,74,20420,31600
E01003574,Newham017D,E09000025,Newham,2236,2637,91750,215000,1580,319,2122,656,1582,80,2017,120,21540,31690
E01003575,Newham005B,E09000025,Newham,1400,1702,102000,213000,959,200,1208,306,959,37,1177,52,20960,31290
E01003576,Newham002A,E09000025,Newham,1514,1954,94500,199000,1011,198,1399,348,1008,34,1309,48,18740,29340
E01003577,Newham005C,E09000025,Newham,1673,1920,76000,160000,1076,171,1311,279,1080,27,1236,41,18640,28730
E01003578,Newham003A,E09000025,Newham,1382,1944,79375,192000,953,193,1420,420,957,40,1395,41,19870,30850
E01003579,Newham004A,E09000025,Newham,1511,1850,87000,245000,994,169,1376,344,993,37,1327,58,19750,31450
E01003580,Newham005D,E09000025,Newham,1434,1836,82500,207500,985,171,1279,298,986,30,1226,40,20120,30800
E01003581,Newham002B,E09000025,Newham,1480,1848,108000,222500,1016,210,1397,309,1020,47,1352,60,20720,31190
E01003582,Newham002C,E09000025,Newham,1418,1613,87000,194248,952,163,1168,285,956,37,1132,48,19800,31150
E01003583,Newham002D,E09000025,Newham,1517,1966,84995,219500,1013,161,1454,362,1010,37,1352,63,19760,31130
E01003584,Newham003B,E09000025,Newham,1616,2073,94000,263500,1187,310,1604,501,1186,102,1533,142,23670,36330
E01003585,Newham004B,E09000025,Newham,1434,1649,106750,228000,1013,187,1239,314,1016,37,1187,40,20120,30860
E01003586,Newham003C,E09000025,Newham,1403,1751,99995,234995,1009,203,1414,413,1013,54,1374,74,21090,32140
E01003587,Newham004C,E09000025,Newham,1600,2436,88000,175000,1139,228,1867,624,1134,77,1800,125,20130,32060
E01003588,Newham011D,E09000025,Newham,1497,1786,105000,230750,1038,185,1355,376,1038,43,1313,48,19400,30850
E01003589,Newham011E,E09000025,Newham,1542,1871,100000,226000,1077,230,1400,440,1075,63,1360,77,21160,32500
E01003590,Newham003D,E09000025,Newham,1419,1586,92000,230000,874,190,1207,363,871,44,1068,81,21050,32600
E01003591,Newham004D,E09000025,Newham,1592,2166,77000,249000,1101,198,1631,506,1103,46,1580,73,19570,29540
E01003592,Newham022B,E09000025,Newham,1559,1842,90000,200500,1099,245,1423,397,1099,55,1364,55,20830,31500
E01003593,Newham027D,E09000025,Newham,1477,1550,90000,179000,974,240,1192,288,975,51,1152,41,20870,31150
E01003594,Newham026A,E09000025,Newham,1566,1729,94000,237000,1088,207,1332,386,1090,42,1300,57,20790,31930
E01003595,Newham026B,E09000025,Newham,1460,1532,81748,175000,1029,236,1215,314,1027,62,1138,44,20660,30380
E01003596,Newham016B,E09000025,Newham,1429,1777,90500,295000,1012,228,1374,417,1010,46,1291,75,20790,33530
E01003597,Newham016C,E09000025,Newham,1406,1639,60500,202094,983,200,1274,318,981,56,1221,51,20150,32300
E01003598,Newham021A,E09000025,Newham,1615,1897,83498,200000,1068,218,1379,378,1067,45,1334,44,20930,30580
E01003599,Newham022C,E09000025,Newham,1234,1611,89498,190000,844,181,1235,329,846,35,1173,38,19530,29850
E01003600,Newham021B,E09000025,Newham,1490,1893,75000,232000,1014,172,1395,335,1013,39,1336,60,19920,30840
E01003601,Newham028A,E09000025,Newham,1548,2130,96500,207500,1065,155,1562,355,1067,46,1503,60,20830,32550
E01003602,Newham026C,E09000025,Newham,1394,1985,92125,220000,1001,203,1563,429,1002,43,1503,72,21910,31840
E01003603,Newham028B,E09000025,Newham,1439,1947,88995,189500,1052,273,1425,381,1051,77,1386,69,23540,33410
E01003604,Newham031D,E09000025,Newham,1596,2358,84500,170000,1098,177,1695,413,1096,52,1647,58,20720,32070
E01003605,Newham028C,E09000025,Newham,1496,2112,74995,193000,1049,228,1600,413,1049,44,1516,56,21010,31240
E01003606,Newham022D,E09000025,Newham,1503,2152,88000,195000,1083,285,1631,419,1082,69,1547,62,21940,31870
E01003607,Newham026D,E09000025,Newham,1327,1648,82250,205000,885,180,1249,344,890,49,1216,57,21250,31980
E01003608,Newham028D,E09000025,Newham,1528,2072,92500,192000,1132,278,1560,464,1132,85,1499,98,23680,34310
E01003609,Newham037A,E09000025,Newham,1494,2702,159500,240000,991,173,2072,799,988,46,2021,223,22650,37140
E01003611,Newham037C,E09000025,Newham,1504,1803,82000,179500,1002,208,1256,327,1001,58,1215,68,21190,32050
E01003615,Newham013C,E09000025,Newham,1535,1835,100000,225000,1072,259,1494,449,1069,65,1432,87,22110,33480
E01003616,Newham012A,E09000025,Newham,1467,1650,89000,249997,1049,305,1403,470,1049,87,1368,111,22970,33860
E01003617,Newham012B,E09000025,Newham,1424,2769,105500,195500,912,169,2350,995,911,42,2242,257,20550,36110
E01003618,Newham012C,E09000025,Newham,1618,2193,119000,235000,1253,522,1882,794,1253,177,1828,157,25850,36980
E01003619,Newham012D,E09000025,Newham,1448,2264,98000,205000,1101,327,1944,789,1102,96,1885,222,23460,35710
E01003621,Newham023C,E09000025,Newham,1399,1667,108000,212500,956,180,1214,317,958,42,1177,47,22040,32860
E01003622,Newham023D,E09000025,Newham,1354,1613,108000,216500,911,163,1173,325,917,57,1120,47,21300,31720
E01003623,Newham023E,E09000025,Newham,1499,1757,91000,193750,974,174,1237,317,971,44,1182,33,21450,31340
E01003624,Newham024E,E09000025,Newham,1545,1582,88500,208000,1048,208,1161,298,1046,40,1110,54,22250,33150
E01003625,Newham015A,E09000025,Newham,1494,1697,100000,225000,1008,235,1274,367,1009,56,1239,61,22150,32600
E01003626,Newham015B,E09000025,Newham,1473,1590,102500,245000,988,200,1244,428,985,49,1204,70,21820,34380
E01003627,Newham015C,E09000025,Newham,1424,1603,94000,247500,1042,215,1276,406,1045,59,1232,68,22130,33700
E01003628,Newham015D,E09000025,Newham,1396,1665,104500,232500,977,226,1268,449,980,50,1230,80,22470,33690
E01003629,Newham015E,E09000025,Newham,1348,1672,68500,150000,990,242,1252,374,990,62,1191,72,21120,32300
E01003630,Newham021C,E09000025,Newham,1602,2011,78998,238750,1058,290,1554,445,1056,60,1493,67,21390,31730
E01003631,Newham020A,E09000025,Newham,1584,1832,69998,172500,1169,292,1469,494,1171,96,1431,111,21690,33060
E01003632,Newham020B,E09000025,Newham,1655,2268,102000,230000,1250,308,1788,514,1249,87,1718,107,23000,33470
E01003633,Newham020C,E09000025,Newham,1697,1871,110500,135000,1170,202,1382,330,1171,37,1327,63,20020,30120
E01003634,Newham020D,E09000025,Newham,1549,1805,113000,192000,1030,153,1408,373,1033,50,1353,62,19730,31120
E01003635,Newham016D,E09000025,Newham,1573,1945,102500,250000,1249,321,1621,540,1244,89,1578,114,23420,35500
E01003636,Newham020E,E09000025,Newham,1485,1978,80000,190000,1024,227,1488,415,1024,67,1426,78,21420,32060
E01003637,Newham021D,E09000025,Newham,1492,1841,108250,229750,1109,265,1482,524,1109,77,1418,88,22900,33580
E01003638,Redbridge017A,E09000026,Redbridge,1360,1611,129750,289500,976,159,1307,342,978,83,1176,116,26770,36190
E01003639,Redbridge013A,E09000026,Redbridge,1477,1758,127950,237500,1023,189,1370,380,1029,67,1249,129,24470,35120
E01003640,Redbridge013B,E09000026,Redbridge,1480,1771,134998,270000,1092,223,1361,420,1089,99,1259,133,27340,37460
E01003641,Redbridge013C,E09000026,Redbridge,1386,1704,141498,260000,950,211,1303,454,951,88,1223,136,27110,37680
E01003642,Redbridge013D,E09000026,Redbridge,1377,1695,117500,250000,985,219,1261,377,988,106,1172,116,26060,35530
E01003643,Redbridge017B,E09000026,Redbridge,1623,1833,128750,250000,1211,239,1416,458,1209,123,1239,149,27450,37500
E01003644,Redbridge017C,E09000026,Redbridge,1445,1562,142750,303206,1048,243,1212,420,1051,84,1125,130,27090,38120
E01003645,Redbridge017D,E09000026,Redbridge,1463,2610,118500,223500,990,223,1968,736,993,86,1838,293,26760,37850
E01003646,Redbridge012A,E09000026,Redbridge,1465,1749,110000,350000,1022,250,1391,488,1025,88,1261,123,27120,36810
E01003647,Redbridge015A,E09000026,Redbridge,1370,1786,138500,300000,993,229,1422,542,994,95,1302,222,27660,39070
E01003648,Redbridge012B,E09000026,Redbridge,1420,1437,165000,298000,1016,199,1214,390,1012,99,1040,136,29550,41360
E01003649,Redbridge012C,E09000026,Redbridge,1467,1633,175995,327475,1056,216,1299,468,1059,95,1199,146,29330,40930
E01003650,Redbridge015B,E09000026,Redbridge,1428,1513,90250,273500,986,194,1194,363,988,85,1031,111,26670,36760
E01003651,Redbridge012D,E09000026,Redbridge,1434,1471,145000,309000,984,239,1199,427,989,102,1077,170,29230,40090
E01003652,Redbridge015C,E09000026,Redbridge,1417,1549,145500,309000,997,245,1196,459,998,88,1107,150,29410,40750
E01003653,Redbridge015D,E09000026,Redbridge,1301,1471,125000,297000,956,238,1137,397,955,77,1053,142,27180,37370
E01003654,Redbridge004A,E09000026,Redbridge,1592,1563,135000,250000,1173,217,1225,426,1173,108,1130,145,26990,39130
E01003655,Redbridge004B,E09000026,Redbridge,1468,1510,154000,283750,1117,276,1243,480,1118,141,1155,179,29690,41150
E01003656,Redbridge005A,E09000026,Redbridge,1481,1489,125750,271000,1038,144,1217,290,1037,71,1078,83,24970,35250
E01003657,Redbridge005B,E09000026,Redbridge,1992,2089,120250,237250,1515,258,1688,468,1512,139,1568,177,27690,38050
E01003658,Redbridge004C,E09000026,Redbridge,1491,1649,136250,284000,1035,200,1273,342,1034,65,1184,117,25550,35790
E01003659,Redbridge005C,E09000026,Redbridge,1591,1640,130750,243000,1137,194,1283,363,1134,108,1200,126,27870,39210
E01003660,Redbridge004D,E09000026,Redbridge,1596,1718,156000,300000,1138,227,1394,416,1137,116,1292,178,29260,41270
E01003661,Redbridge019A,E09000026,Redbridge,1570,1935,120000,240000,1090,131,1522,429,1090,64,1385,108,26030,36880
E01003662,Redbridge019B,E09000026,Redbridge,1566,1859,69000,163000,1184,216,1422,415,1184,108,1325,102,25510,34120
E01003663,Redbridge019C,E09000026,Redbridge,1635,1822,114000,219500,1096,148,1422,293,1099,69,1128,96,25650,34860
E01003664,Redbridge019D,E09000026,Redbridge,1557,1776,117000,245000,1086,155,1306,365,1089,77,1218,122,26980,37370
E01003665,Redbridge019E,E09000026,Redbridge,1444,1648,120000,243000,978,145,1214,344,977,56,1131,117,26570,37510
E01003666,Redbridge019F,E09000026,Redbridge,1528,2198,67000,187500,1128,225,1588,494,1127,124,1535,150,26600,35230
E01003668,Redbridge007A,E09000026,Redbridge,1457,1622,130500,250000,1056,423,1382,672,1063,208,1226,265,31200,43960
E01003669,Redbridge007B,E09000026,Redbridge,1471,1528,137000,406000,1051,372,1224,593,1051,157,1162,235,32260,46450
E01003670,Redbridge007C,E09000026,Redbridge,1378,1496,216000,425000,967,252,1174,470,972,134,1079,201,31420,44750
E01003671,Redbridge007D,E09000026,Redbridge,1494,1533,215000,390000,1090,287,1217,493,1087,149,1126,198,32800,46410
E01003672,Redbridge007E,E09000026,Redbridge,1415,1430,106000,250000,1164,223,1156,481,1166,106,1008,166,29460,39730
E01003673,Redbridge007F,E09000026,Redbridge,1396,1778,150000,310000,1070,392,1456,762,1071,160,1403,329,31990,44650
E01003674,Redbridge007G,E09000026,Redbridge,1386,2129,105000,255000,1048,385,1807,889,1051,175,1693,376,30340,43670
E01003675,Redbridge036A,E09000026,Redbridge,1476,1619,95000,372000,1042,293,1249,473,1042,127,1129,170,29350,39680
E01003676,Redbridge036B,E09000026,Redbridge,1507,1690,157000,362500,1096,289,1307,476,1096,111,1203,173,29500,41380
E01003677,Redbridge036C,E09000026,Redbridge,1465,1547,186000,315000,1074,252,1239,389,1076,123,1096,146,30490,40530
E01003678,Redbridge036D,E09000026,Redbridge,1445,1605,165000,350500,1065,237,1236,455,1068,98,1151,184,30080,42580
E01003679,Redbridge036E,E09000026,Redbridge,1429,1621,181500,315000,1055,215,1314,458,1055,109,1195,169,30000,40960
E01003680,Redbridge036F,E09000026,Redbridge,1431,1619,175000,334998,1048,224,1235,346,1047,100,1159,131,30430,40660
E01003681,Redbridge036G,E09000026,Redbridge,1507,1844,112000,287500,1036,227,1459,456,1040,94,1278,148,28390,37320
E01003682,Redbridge036H,E09000026,Redbridge,1595,1696,165000,330000,1138,309,1302,468,1143,123,1206,160,30050,41160
E01003683,Redbridge030A,E09000026,Redbridge,1758,2144,104500,225000,1178,197,1480,395,1180,54,1420,75,21800,30090
E01003684,Redbridge030B,E09000026,Redbridge,1518,1780,117500,235000,1041,228,1244,342,1041,77,1180,74,23000,31210
E01003685,Redbridge030C,E09000026,Redbridge,1717,1822,105000,210000,1152,232,1360,397,1154,54,1301,86,21400,29940
E01003686,Redbridge030D,E09000026,Redbridge,1574,1952,101000,235000,1109,223,1417,413,1108,74,1343,91,21850,31020
E01003688,Redbridge030F,E09000026,Redbridge,1552,1804,125500,365000,1117,271,1372,414,1114,73,1316,88,20940,30840
E01003689,Redbridge030G,E09000026,Redbridge,1463,1580,105000,250000,1003,222,1184,362,1010,61,1079,76,20230,29020
E01003690,Redbridge035A,E09000026,Redbridge,1383,1711,152498,157000,944,254,1429,524,943,95,1211,190,27910,37030
E01003691,Redbridge035B,E09000026,Redbridge,1485,1434,127000,312500,1071,329,1082,395,1068,102,1032,108,27400,37100
E01003692,Redbridge035C,E09000026,Redbridge,1483,1592,140000,311500,1096,347,1221,465,1095,138,1133,155,27920,38950
E01003693,Redbridge035D,E09000026,Redbridge,1496,1541,175000,386250,1102,352,1239,455,1102,140,1172,162,29700,41100
E01003694,Redbridge035E,E09000026,Redbridge,1537,1462,177250,297500,1144,329,1184,426,1146,134,1085,139,27990,38470
E01003695,Redbridge035F,E09000026,Redbridge,1537,1533,81000,179500,1173,396,1225,458,1175,135,1165,139,26270,35570
E01003696,Redbridge035G,E09000026,Redbridge,1463,1877,158750,312250,1034,270,1508,538,1035,88,1377,131,26840,37680
E01003697,Redbridge035H,E09000026,Redbridge,1474,1630,150000,318750,1079,298,1269,520,1076,104,1181,166,27630,39330
E01003698,Redbridge006A,E09000026,Redbridge,1431,1385,135000,275000,1004,141,1105,255,1003,92,1028,118,26950,38590
E01003699,Redbridge006B,E09000026,Redbridge,1344,1415,120000,180000,964,149,1145,302,966,82,1042,110,26220,37770
E01003700,Redbridge006C,E09000026,Redbridge,1543,2240,152450,275000,1089,147,1780,447,1087,75,1641,174,25980,36160
E01003701,Redbridge006D,E09000026,Redbridge,1571,1788,135000,247500,1154,189,1384,357,1152,74,1262,129,25930,36420
E01003702,Redbridge006E,E09000026,Redbridge,1509,1620,89995,215000,1130,160,1317,337,1135,86,1226,116,25320,35610
E01003703,Redbridge006F,E09000026,Redbridge,1501,2501,255000,467500,1061,133,1950,557,1061,84,1853,282,28350,40240
E01003704,Redbridge006G,E09000026,Redbridge,1521,1681,108000,241000,1011,134,1316,292,1010,78,1218,77,25060,34970
E01003705,Redbridge010A,E09000026,Redbridge,1523,2192,141000,245000,1108,175,1694,462,1107,97,1576,183,26830,36730
E01003706,Redbridge010B,E09000026,Redbridge,1385,1594,104750,245000,959,162,1205,310,964,64,1059,97,24440,34940
E01003707,Redbridge008A,E09000026,Redbridge,1339,1335,167500,290000,971,150,1066,300,974,70,981,89,26730,36800
E01003708,Redbridge008B,E09000026,Redbridge,1397,1476,92000,226000,993,119,1122,248,993,64,1012,69,22930,32250
E01003709,Redbridge008C,E09000026,Redbridge,1526,1627,145998,280000,1086,177,1292,374,1086,85,1150,116,26310,37110
E01003710,Redbridge008D,E09000026,Redbridge,1397,1515,194000,290000,1011,187,1242,358,1011,99,1114,121,27610,36420
E01003711,Redbridge010C,E09000026,Redbridge,1510,1812,167500,295000,1067,145,1467,386,1066,63,1250,137,26030,36040
E01003712,Redbridge010D,E09000026,Redbridge,1192,1359,116500,210000,814,112,1040,246,813,51,937,55,23470,31800
E01003713,Redbridge034A,E09000026,Redbridge,1432,1744,145000,255000,1071,265,1332,416,1068,87,1250,91,26660,35040
E01003714,Redbridge034B,E09000026,Redbridge,1794,2168,113000,250000,1285,315,1576,431,1290,82,1505,109,24270,33180
E01003715,Redbridge034C,E09000026,Redbridge,1665,1988,130000,262500,1209,300,1525,472,1211,103,1458,108,25360,33800
E01003716,Redbridge034D,E09000026,Redbridge,1479,1712,103000,309000,1052,274,1308,420,1054,83,1244,129,25340,34720
E01003718,Redbridge034E,E09000026,Redbridge,1474,1847,61400,164000,1127,324,1368,496,1128,138,1332,157,25130,34200
E01003719,Redbridge034F,E09000026,Redbridge,1665,1958,127250,332500,1228,310,1545,553,1232,105,1468,127,25320,34750
E01003720,Redbridge002A,E09000026,Redbridge,1499,1777,103000,195000,1049,104,1438,239,1053,50,1260,68,21740,30180
E01003721,Redbridge003A,E09000026,Redbridge,1440,1659,120498,241498,1029,140,1285,311,1022,57,1129,110,24030,34580
E01003722,Redbridge002B,E09000026,Redbridge,1429,1772,101500,200000,976,112,1377,252,974,47,1256,90,21830,31000
E01003723,Redbridge002C,E09000026,Redbridge,1507,1742,99750,223000,978,72,1328,236,982,30,1188,61,20950,30850
E01003724,Redbridge003B,E09000026,Redbridge,1269,1381,117498,272500,881,155,1051,278,884,70,964,97,24940,35430
E01003725,Redbridge003C,E09000026,Redbridge,1381,1498,95000,235000,990,157,1128,264,992,86,1057,67,24760,32900
E01003726,Redbridge002D,E09000026,Redbridge,1334,1524,107501,218000,871,70,1144,241,872,39,1048,62,21700,30340
E01003727,Redbridge003D,E09000026,Redbridge,1508,1600,100400,212500,978,84,1217,210,976,42,1109,57,22130,31120
E01003728,Redbridge032A,E09000026,Redbridge,1437,2423,105000,200000,984,238,1826,738,987,52,1773,184,21680,31000
E01003729,Redbridge032B,E09000026,Redbridge,1395,1751,111000,207500,916,190,1294,330,919,49,1190,58,21420,27190
E01003730,Redbridge032C,E09000026,Redbridge,1658,1693,107500,240500,1098,240,1176,328,1096,63,1129,45,21820,29090
E01003731,Redbridge033A,E09000026,Redbridge,1365,1461,102500,226500,921,206,1073,307,917,52,1025,53,21660,28970
E01003732,Redbridge032D,E09000026,Redbridge,1536,1655,80000,195000,1049,312,1108,329,1048,86,990,65,23400,28600
E01003733,Redbridge032E,E09000026,Redbridge,1567,1767,100000,215000,1108,280,1305,458,1109,70,1254,75,23080,29960
E01003734,Redbridge033B,E09000026,Redbridge,1651,1796,102500,248750,1073,213,1293,377,1073,58,1190,104,22020,30740
E01003735,Redbridge033C,E09000026,Redbridge,1530,2339,62000,134000,962,169,1541,420,962,59,1447,80,20350,27100
E01003736,Redbridge033D,E09000026,Redbridge,1446,1659,105000,209000,1012,287,1126,369,1012,96,1103,98,24520,31290
